gene,control,treated,log2(fold_change)
COX11,32.9023,33.8795,0.0422226
MMD,4.66611,10.8758,1.22083
TMEM100,0.0477929,0.337111,2.81835
C17orf67,0.476594,0.774714,0.700903
MTVR2,0.190638,0.107599,-0.825166
"MIR3614,TRIM25",36.3521,31.322,-0.214862
COIL,13.971,10.6918,-0.385931
MRPS23,50.4213,34.9022,-0.530717
CUEDC1,0.490312,1.66396,1.76285
VEZF1,8.39774,9.968,0.247303
SRSF1,109.86,74.4061,-0.562179
MKS1,5.03605,6.08411,0.272754
MPO,0.00984404,0.0403843,2.03647
BZRAP1,0.980689,0.551256,-0.831073
MIR142,0,0,0
MIR4736,0,0,0
SUPT4H1,34.0767,37.4456,0.13601
RNF43,0.259443,0.49855,0.942323
HSF5,0,0,0
MTMR4,11.447,11.8243,0.0467926
04/Sep,0.523282,4.45317,3.08917
C17orf47,0.0384082,0.0489526,0.349974
TEX14,5.02914,5.00651,-0.00650653
TRIM37,12.3093,12.1579,-0.0178524
SKA2,23.7789,27.0052,0.183552
MIR454,0,0,0
MIR301A,0,0,0
PTRH2,63.5219,42.5386,-0.578481
TUBD1,7.19336,6.78612,-0.0840801
RNFT1,6.75443,9.06209,0.42401
TBC1D3P1-DHX40P1,1.79504,2.2943,0.354044
MIR4737,0,0,0
HEATR6,5.09803,5.75242,0.174228
LOC645638,0,0.308179,1.79769e+308
LOC653653,5.71125,7.59581,0.411399
USP32,6.22455,9.92434,0.673001
SCARNA20,0,0,0
APPBP2,6.63511,8.35494,0.33251
NACA2,0.102179,0.046098,-1.14833
BRIP1,3.95912,3.47102,-0.18982
INTS2,7.51064,7.14752,-0.0714922
MED13,12.5404,12.8179,0.031574
TBC1D3P2,0.0173664,0.037581,1.1137
10/Mar,0.161149,0.321692,0.99728
CYB561,21.3806,22.2314,0.0562945
LIMD2,1.33487,2.96145,1.1496
STRADA,7.33059,9.1243,0.315784
CCDC47,114.091,87.742,-0.37884
FTSJ3,48.8228,36.9771,-0.400922
SMARCD2,49.4068,46.421,-0.0899346
CSH2,0,0,0
GH2,0,0,0
CSH1,0,0.0184333,1.79769e+308
CSHL1,0,0,0
GH1,0,0,0
CD79B,0.166006,0.214872,0.372242
SCN4A,0.0352191,0.0607377,0.786235
ICAM2,27.84,21.924,-0.344651
ERN1,27.896,39.2881,0.494032
TEX2,11.0442,12.8796,0.221807
PECAM1,0.11879,0.200807,0.757399
POLG2,10.0927,14.3544,0.508175
"DDX5,MIR3064",185.002,141.127,-0.390541
MIR5047,202798,0,-1.79769e+308
SMURF2,3.18019,4.09761,0.365672
LOC146880,4.62261,6.58469,0.51041
"MIR4315-1,PLEKHM1P",4.03241,5.53758,0.457611
LRRC37A3,0.799953,0.92104,0.203349
AMZ2P1,1.33702,1.89962,0.506695
GNA13,21.7372,22.1519,0.0272672
AXIN2,0.674297,1.81506,1.42856
CEP112,0.162241,0.979256,2.59355
APOH,0,0.0399877,1.79769e+308
HELZ,7.67532,8.35092,0.121709
PSMD12,86.4288,62.4334,-0.469194
C17orf58,7.02059,7.71763,0.136565
SLC16A6,0.96558,1.49531,0.630972
WIPI1,23.2064,34.9977,0.592734
MIR635,0,0,0
FAM20A,0.170121,0.526353,1.62947
ABCA8,0.0053877,0.0172101,1.67552
ABCA9,0,0,0
ABCA6,0,0,0
MIR4524A,0,0,0
"ABCA10,ABCA5",0.440593,1.69223,1.94141
KCNJ2-AS1,0,0.0120397,1.79769e+308
LOC100499467,12.6324,13.7605,0.123401
LINC00511,0.387268,0.313469,-0.305009
SLC39A11,7.3664,10.7403,0.543997
FAM104A,12.3396,14.522,0.234941
CPSF4L,0,0,0
CDC42EP4,0.358018,1.9488,2.44448
SDK2,0.642356,0.723603,0.171825
LINC00469,0,0,0
MGC16275,0.518817,1.75455,1.7578
BTBD17,0,0.0454393,1.79769e+308
CD300LB,0,0.00644106,1.79769e+308
CD300C,0.605033,1.03852,0.779447
CD300LD,0.130317,0.849521,2.70462
CD300E,0.00892997,0.244285,4.77377
CD300LF,0.0966884,0.371566,1.9422
NAT9,17.6031,17.2132,-0.0323159
GRIN2C,0.12064,0.273461,1.18062
FDXR,4.9719,10.5289,1.08248
FADS6,0,0.378209,1.79769e+308
USH1G,0.00441735,0.0845898,4.25923
C17orf28,26.5012,29.309,0.145284
ATP5H,238.791,259.764,0.121456
NT5C,17.822,14.4559,-0.302
HN1,59.7577,54.4299,-0.134726
SUMO2,255.492,222.542,-0.199202
GGA3,12.7132,11.2416,-0.177471
MIF4GD,23.4368,34.9698,0.577338
SLC25A19,31.4936,19.2256,-0.712029
GRB2,58.401,62.6748,0.101891
CASKIN2,0.416876,1.29174,1.63163
RECQL5,8.11,8.82998,0.122708
GALK1,19.2147,24.1449,0.329511
H3F3B,129.691,131.882,0.0241731
MIR4738,0,0,0
UNC13D,0.0141814,0.0420464,1.56798
WBP2,46.648,50.2384,0.106973
TRIM47,37.594,29.4682,-0.351342
TRIM65,14.9004,10.4967,-0.505413
MRPL38,35.4267,27.7333,-0.353221
FBF1,1.10718,2.54483,1.20068
ACOX1,3.60398,3.66774,0.0253015
EVPL,0.0116448,0.0616525,2.40448
SRP68,73.0365,57.1216,-0.354581
EXOC7,15.3028,15.3852,0.00774204
FOXJ1,0,0.00553551,1.79769e+308
RNF157,0.0602023,0.225509,1.90529
QRICH2,0.0720465,0.105197,0.546098
PRPSAP1,11.6162,15.7788,0.441842
UBE2O,23.4044,21.5453,-0.119408
RHBDF2,17.9159,26.9677,0.589989
CYGB,0,0.013712,1.79769e+308
ST6GALNAC2,0.0310789,0.0919505,1.56492
ST6GALNAC1,0,0.0172806,1.79769e+308
MXRA7,2.30634,15.5907,2.75701
JMJD6,23.9834,25.1458,0.0682814
"MIR636,SRSF2",240.178,172.885,-0.474296
MIR4316,0,0,0
FLJ45079,0,0,0
LOC100131096,0.864766,1.45435,0.749996
TMC6,21.4364,40.5761,0.920569
TK1,136.566,121.286,-0.171182
SOCS3,0.473959,1.13569,1.26073
DNAH17,0.0803882,0.111216,0.468311
CYTH1,51.4517,63.0226,0.292652
USP36,18.2244,13.844,-0.396604
TIMP2,28.7598,62.9678,1.13056
LOC100653515,0.105371,0.0959374,-0.135311
LGALS3BP,1.06396,1.31581,0.306502
CANT1,12.1632,14.1355,0.216796
LOC100507410,0,0.0371674,1.79769e+308
RBFOX3,0.00598045,0.397789,6.0556
MIR4739,0,0,0
CBX8,10.7122,10.9121,0.0266734
CBX4,23.4445,27.7973,0.245699
TBC1D16,2.27052,4.7813,1.07438
EIF4A3,71.4819,58.8887,-0.279587
SGSH,7.06771,9.12404,0.368429
LOC100294362,0.0977039,0.321402,1.71789
NPTX1,0.306617,1.9976,2.70376
FLJ90757,2.7845,6.96245,1.32218
AATK,0.018255,0.133261,2.86789
MIR657,0,0,0
MIR338,0,0,0
MIR1250,0,0,0
AZI1,4.48909,6.67289,0.571889
C17orf56,7.97648,9.77123,0.292787
SLC38A10,31.8711,39.4739,0.308653
LINC00482,0.021421,0.0439292,1.03616
TMEM105,0,0,0
MIR4740,0,0,0
MIR3186,0,0,0
ACTG1,512.178,836.565,0.707833
C17orf70,10.7041,10.3488,-0.0487037
NPLOC4,43.3208,40.5643,-0.0948475
PDE6G,0.0356384,0.0426356,0.258626
C17orf90,21.8672,36.1696,0.726005
ARL16,16.3885,16.1138,-0.0243863
FAM195B,5.28687,4.60979,-0.197712
PPP1R27,0,0,0
P4HB,651.07,572.758,-0.184888
ARHGDIA,125.639,117.572,-0.0957418
ALYREF,81.3967,42.1731,-0.948649
PCYT2,27.8232,23.9395,-0.216891
SIRT7,13.193,11.5249,-0.195024
MAFG,24.5449,27.2302,0.149783
PYCR1,118.016,86.1483,-0.454085
MYADML2,0.118434,0.317647,1.42334
NOTUM,0.0293646,0.360958,3.61968
STRA13,54.2186,46.1315,-0.233037
DCXR,65.618,74.1399,0.176157
RFNG,9.82543,11.2766,0.198735
DUS1L,99.5225,90.6702,-0.134393
FASN,179.586,125.295,-0.519345
CCDC57,7.83901,10.5677,0.430917
CSNK1D,24.6731,26.2383,0.0887316
CD7,0.367041,0.740355,1.01228
SECTM1,0.199177,0.142512,-0.482965
C17orf101,6.22738,5.67772,-0.133316
C17orf62,35.2556,40.9046,0.214412
WDR45L,29.1667,29.3447,0.00877381
RAB40B,4.81546,9.12206,0.921686
ZNF750,0.0198478,0.0135687,-0.5487
B3GNTL1,0.485862,0.690181,0.506429
ARL17A,0,0,0
ARL17A,0,0,0
"ARL17A,ARL17B",0,0,0
KANSL1,0,0,0
MAPT-AS1,0,0,0
LOC644172,0,0,0
LRRC37A4,0,0,0
NSFP1,0,0,0
ARHGAP27,0,0,0
ARHGAP27,0,0,0
"MIR4315-1,PLEKHM1",0,0,0
"LRRC37A,LRRC37A2,LRRC37A4",0,0,0
"NSF,NSFP1",0,0,0
KANSL1-AS1,0,0,0
MAPT,0,0,0
STH,0,0,0
MAPT-IT1,0,0,0
SPPL2C,0,0,0
"CRHR1,MGC57346",0,0,0
C17orf69,0,0,0
ARL17A,0,0,0
MGC70870,1.32059,3.90887,1.56557
ROCK1P1,1.56701,1.77975,0.183664
USP14,53.0737,44.6973,-0.247808
CETN1,0,0,0
CLUL1,0.0355541,0.0404387,0.185723
TYMS,68.8932,34.4285,-1.00076
ADCYAP1,0,0.00457096,1.79769e+308
NDC80,39.6548,32.9258,-0.268276
SMCHD1,24.4732,24.2354,-0.0140829
EMILIN2,0.0623943,0.409046,2.71278
MYL12A,120.663,197.332,0.709642
MYL12B,164.835,251.676,0.610545
TGIF1,9.55237,9.94926,0.0587295
FLJ35776,1.38222,4.66519,1.75495
LOC201477,0,0.0506401,1.79769e+308
LOC284215,0,0,0
LOC339290,6.4494,10.7965,0.743331
LOC645355,0,0,0
MIR3976,0,0,0
LOC100130480,0,0.0321259,1.79769e+308
ARHGAP28,0.0864626,0.745806,3.10865
LRRC30,0,0,0
PTPRM,5.8568,11.2445,0.941032
RAB12,10.1055,12.3155,0.28533
CCDC165,3.13501,5.55475,0.825252
NDUFV2,510.361,447.575,-0.189389
ANKRD12,50.9434,46.8831,-0.119825
TWSG1,4.07164,7.95214,0.965734
RALBP1,27.0014,39.4072,0.545426
RAB31,0.559846,5.33493,3.25237
TXNDC2,0,0.0415883,1.79769e+308
VAPA,24.4518,24.4595,0.000452916
APCDD1,5.3212,20.8888,1.97291
NAPG,18.3008,20.8814,0.190311
GNAL,0.0509936,0.191134,1.9062
CHMP1B,22.3167,32.4095,0.538292
IMPA2,9.10588,14.5255,0.673716
CIDEA,0.0345241,0,-1.79769e+308
TUBB6,2.26086,5.81215,1.3622
SLMO1,3.98825,3.85656,-0.0484423
PSMG2,81.8855,65.3943,-0.324444
SEH1L,49.1185,34.9412,-0.491339
CEP192,9.45349,8.11411,-0.220415
C18orf1,0.0968445,0.186912,0.948615
MIR4526,0,0,0
RNMT,24.1764,22.1805,-0.124308
MC5R,0,0,0
ANKRD20A5P,0.110131,0.451783,2.03641
CYP4F35P,0.055578,0.181877,1.71038
ANKRD30B,0.598885,1.35678,1.17983
MIR3156-2,0,0,0
GREB1L,0.0482861,0.136857,1.50299
SNRPD1,131.503,84.4396,-0.639099
MIR320C1,0,0,0
MIB1,31.5832,55.9567,0.825154
GATA6,0.027041,0.32465,3.58567
"MIR4741,RBBP8",39.3528,33.9885,-0.211418
CABLES1,32.0801,35.0369,0.127199
RIOK3,23.9765,25.5034,0.0890643
C18orf8,19.8536,23.9961,0.273402
LAMA3,0.989864,1.76617,0.835323
TTC39C,4.33452,8.00441,0.884925
CABYR,0.050181,0.218042,2.11939
MIR320C2,0,0,0
IMPACT,4.93331,10.7225,1.12002
HRH4,0.00463275,0.018437,1.99266
LOC729950,0,0.00635988,1.79769e+308
PSMA8,0.0616769,0.179564,1.5417
TAF4B,27.4881,36.1265,0.39425
CHST9-AS1,0.0442037,0.0878598,0.991038
MIR302F,0,0,0
DSG1,0.0283419,0.325898,3.52341
DSG4,0,0,0
DSG3,0.0348761,0.0391949,0.16843
DSG2,52.1323,61.6223,0.241276
TTR,0,0,0
RNF125,0.692836,1.43891,1.05439
RNF138,17.4173,12.6334,-0.463278
MEP1B,0.00701635,0.00638971,-0.134971
WBP11P1,0.0160542,0.0109744,-0.548803
ASXL3,23.063,23.9823,0.0563938
DTNA,6.33581,11.9726,0.918136
MAPRE2,16.4417,33.3587,1.0207
ZNF397,8.19628,12.2593,0.580835
ZNF271,5.78206,5.89639,0.0282486
MIR3975,0,0,0
GALNT1,10.8098,17.5211,0.696753
C18orf21,27.5964,25.7796,-0.0982469
ELP2,24.3152,21.841,-0.15482
MOCOS,0.0821445,0.101584,0.306434
FHOD3,2.06881,3.21198,0.634662
KIAA1328,0.852707,1.44244,0.758388
MIR4318,0,0,0
PIK3C3,13.4755,21.0759,0.645263
LOC284260,0,0.0333278,1.79769e+308
SETBP1,7.91302,10.4184,0.396838
SLC14A2,0.0171018,0.0740803,2.11495
SLC14A1,0,0,0
SIGLEC15,0.0113053,0.0102735,-0.138073
HAUS1,73.7195,63.212,-0.221848
C18orf25,11.0863,11.5601,0.0603672
RNF165,5.1625,6.58141,0.350326
KATNAL2,0.27599,0.585159,1.08421
"CTIF,MIR4743",8.43607,17.9066,1.08585
MIR1539,0,0,0
LIPG,0.309097,2.14901,2.79754
SCARNA17,1.0784,1.91144,0.825769
SKA1,15.5963,13.7505,-0.181716
MAPK4,0.104848,0.550063,2.3913
ME2,25.3364,23.3852,-0.115615
ELAC1,2.7824,6.40022,1.20179
SMAD4,9.95849,9.17403,-0.11837
LOC100287225,0,0,0
DCC,0.148715,0.270264,0.861816
POLI,3.5416,5.12574,0.533361
C18orf54,1.43316,2.55643,0.83493
C18orf26,0,0,0
RAB27B,0,0.045916,1.79769e+308
MIR4529,0,0,0
WDR7,4.33143,5.13297,0.244952
BOD1P,0,0,0
ST8SIA3,0,0,0
ONECUT2,0.0495777,0.269165,2.44073
LOC100505549,1.51926,3.18847,1.0695
NEDD4L,5.94997,9.04552,0.604323
MIR122,0,0,0
MALT1,7.88289,9.38693,0.251929
ZNF532,0.028495,0.0910373,1.67575
LOC390858,0,0,0
SEC11C,1045.06,997.868,-0.0666648
GRP,0,0.122354,1.79769e+308
PMAIP1,20.5253,16.3597,-0.327251
CDH20,0,0.00509078,1.79769e+308
KIAA1468,7.65767,10.0178,0.387586
TNFRSF11A,0.0101421,0.711888,6.13322
ZCCHC2,0,0.0304766,1.79769e+308
PHLPP1,14.4933,19.4465,0.424124
SERPINB5,0,0.0111026,1.79769e+308
SERPINB12,0,0,0
SERPINB13,0,0,0
SERPINB11,0,0,0
SERPINB7,0,0.0404988,1.79769e+308
SERPINB2,0.484894,1.237,1.35111
SERPINB10,0,0.0268423,1.79769e+308
HMSD,0.407886,2.84037,2.79984
SERPINB8,4.01886,4.55387,0.180308
LOC284294,0,0,0
CDH7,0,0.0240497,1.79769e+308
LOC643542,0,0.00484457,1.79769e+308
CCDC102B,0.158668,0.45756,1.52795
DOK6,9.23536,11.9024,0.366018
SOCS6,0.484634,0.822144,0.762496
LOC100505817,0.0451921,0.109308,1.27425
TIMM21,54.2702,41.0288,-0.403522
C18orf63,0,0,0
CNDP2,90.3248,75.7195,-0.254457
CNDP1,0.103747,0.0877151,-0.242172
ZNF407,3.93709,4.54273,0.20643
TSHZ1,10.3605,10.9058,0.074
LOC339298,0.0057167,0.00520953,-0.13403
LOC284276,0,0.0462015,1.79769e+308
ZNF236,2.25198,2.21736,-0.0223556
GALR1,0,0.0993229,1.79769e+308
SALL3,0,0,0
ATP9B,4.61912,6.28002,0.443152
NFATC1,3.68652,5.8527,0.666841
CTDP1,15.8968,16.283,0.0346309
KCNG2,0,0.0891823,1.79769e+308
HSBP1L1,0.238063,0.500982,1.07342
RBFA,10.1746,7.7555,-0.391684
ADNP2,8.08596,9.61304,0.249574
LOC100130522,1.06229,2.44176,1.20074
THOC1,25.9037,21.2519,-0.285569
COLEC12,0,0.0645419,1.79769e+308
C18orf56,5.36301,10.7173,0.998829
ENOSF1,15.6199,10.7477,-0.539349
YES1,3.38985,6.43058,0.923726
LINC00470,1.20448,2.02693,0.750885
METTL4,6.96271,6.3418,-0.134757
CBX3P2,0.767795,1.90717,1.31264
LPIN2,9.4064,14.2828,0.602567
LOC727896,0.148042,0.16027,0.114501
MYOM1,0.0575941,0.191104,1.73036
DLGAP1,0.0773417,0.27712,1.84119
C18orf42,0,0,0
LINC00526,1.61109,3.73502,1.21308
ZFP161,4.69047,5.01819,0.0974363
EPB41L3,0.00349956,0.124513,5.15298
TMEM200C,0.0171978,0.336461,4.29015
L3MBTL4,0.854798,1.77482,1.05402
MIR4317,0,0,0
LOC400643,0.00952772,0.563281,5.88558
LAMA1,0,0.0517443,1.79769e+308
LOC100192426,0,0,0
PPP4R1,6.42163,11.0516,0.78324
PIEZO2,6.7096,12.8339,0.93566
MPPE1,5.09957,6.06526,0.250192
AFG3L2,81.5274,53.0396,-0.620215
SPIRE1,15.4911,21.7451,0.489254
CEP76,9.24244,8.70114,-0.0870698
PTPN2,32.1791,26.128,-0.300526
LOC100288122,0,0,0
FAM210A,13.8524,12.5355,-0.144119
MC2R,0,0,0
ZNF519,2.48791,2.68125,0.107974
CXADRP3,6.17815,13.7528,1.15448
POTEC,1.07232,2.87066,1.42065
LOC644669,0.436926,1.15062,1.39695
ROCK1,12.1923,14.8719,0.286616
ESCO1,11.7834,13.0932,0.152067
ABHD3,177.572,212.884,0.261664
MIR133A1,0,0,0
MIR1-2,0,0,0
CTAGE1,0,0,0
TMEM241,7.32697,12.112,0.725145
NPC1,18.5508,20.1779,0.121294
ANKRD29,0.0214324,0.156136,2.86494
OSBPL1A,0.764128,1.86156,1.28463
ZNF521,0.165125,0.537303,1.70218
SS18,39.8322,47.1272,0.242626
KCTD1,1.10298,1.88516,0.773274
LOC728606,0,0.00563162,1.79769e+308
AQP4,0.0547014,0.108657,0.990138
CHST9,1.59388,4.84186,1.60302
CDH2,19.6292,35.8466,0.868839
DSC3,0.0022085,0.0424514,4.26468
DSC2,0.0133818,0.0355252,1.40857
DSC1,0,0.0152076,1.79769e+308
LOC100652770,0.430743,0.527734,0.292984
B4GALT6,0.0225489,0.182228,3.01462
MCART2,0.238852,0.284535,0.252487
TRAPPC8,14.7971,15.6996,0.0854129
FAM59A,3.0036,4.80823,0.678813
KLHL14,0,0.020024,1.79769e+308
C18orf34,0,0.00435069,1.79769e+308
NOL4,0.00430247,0.0721798,4.06836
ZSCAN30,3.52806,5.85527,0.73086
ZNF24,23.1221,21.3899,-0.112341
ZNF396,0.0401092,0.647467,4.0128
INO80C,13.4838,11.7584,-0.197539
MIR187,0,0,0
RPRD1A,40.8268,37.9232,-0.106437
SLC39A6,56.9549,57.4885,0.013452
TPGS2,61.9815,79.9094,0.366527
CELF4,0.0480525,0.769967,4.00211
LOC647946,1.64991,1.156,-0.513243
KC6,0.683991,1.59954,1.22561
RIT2,0,0,0
SYT4,0,0.00347792,1.79769e+308
MIR4319,0,0,0
EPG5,4.7645,6.08411,0.35272
PSTPIP2,0.877306,1.38384,0.657527
ATP5A1,719.071,553.225,-0.378268
LOXHD1,0.00894275,0.00204091,-2.13151
ST8SIA5,0.703559,1.25415,0.833971
PIAS2,2.45644,2.97139,0.274569
LOC100506888,0,0.00931785,1.79769e+308
TCEB3C,0,0.00931785,1.79769e+308
TCEB3C,0,0.00931785,1.79769e+308
TCEB3B,0,0.00950327,1.79769e+308
HDHD2,14.0746,17.2968,0.297413
IER3IP1,84.2319,80.7592,-0.0607402
SMAD2,8.44531,8.75802,0.0524541
ZBTB7C,3.91692,7.1084,0.859804
SMAD7,7.77485,8.50847,0.130085
DYM,23.2961,30.6779,0.397114
MIR4744,0,0,0
"C18orf32,RPL17,RPL17-C18ORF32,SNORD58B",2120.77,2078.8,-0.0288319
SNORD58C,0,0,0
SNORD58A,0,0,0
ACAA2,67.9585,80.8673,0.250903
MYO5B,1.58592,4.78508,1.59323
MIR4320,0,0,0
CCDC11,0.118339,0.331252,1.48501
MBD1,34.9356,36.1971,0.0511737
CXXC1,25.8426,28.0314,0.117293
MRO,0.0122747,0.112082,3.1908
MEX3C,25.3584,25.1216,-0.0135331
MBD2,21.1071,21.9676,0.0576469
SNORA37,0,0,0
STARD6,0,0.028144,1.79769e+308
CCDC68,0.0038792,0.0485347,3.64518
TCF4,58.2599,74.4327,0.353433
LOC100505474,0,0,0
TXNL1,134.551,101.435,-0.407593
FECH,8.42845,8.772,0.057638
NARS,160.132,113.33,-0.498734
ATP8B1,0.145163,0.875397,2.59226
MIR3591,0,0,0
ALPK2,0.00838207,0.0306094,1.8686
RAX,0,0.0090278,1.79769e+308
CPLX4,0.00838603,0.00763181,-0.135963
LMAN1,206.262,149.148,-0.46773
CCBE1,3.73305,11.6606,1.64321
MC4R,0,0,0
RNF152,0.405233,1.24833,1.62318
PIGN,13.3715,18.8585,0.49605
BCL2,14.9137,22.646,0.602617
KDSR,12.7901,17.5642,0.45761
VPS4B,28.7478,27.9954,-0.0382591
SERPINB4,0,0,0
SERPINB3,0,0,0
LINC00305,0,0.0197422,1.79769e+308
LOC400654,0,0,0
CDH19,3.22635,4.36424,0.435828
DSEL,0.114735,0.552288,2.26712
TMX3,24.947,24.4863,-0.026895
CD226,0.316314,0.232775,-0.442417
RTTN,3.77059,3.96831,0.0737347
LOC100505776,0,0,0
CBLN2,0.00550556,0.0351236,2.67348
NETO1,22.3176,27.7097,0.312212
LOC400655,4.10187,3.59975,-0.188385
FBXO15,0,0.133196,1.79769e+308
CYB5A,0.481861,2.40005,2.31638
FAM69C,0,0.0219369,1.79769e+308
LOC400657,6.62454,7.18979,0.118129
ZADH2,17.0504,15.094,-0.175825
C18orf62,0,0.0228951,1.79769e+308
ZNF516,2.88752,6.0488,1.06682
LOC100131655,0.107576,0.0976527,-0.13962
MBP,28.5129,34.3825,0.270063
PQLC1,12.1672,15.5876,0.357404
TXNL4A,90.2058,91.4112,0.0191513
PARD6G,1.57704,3.01486,0.934867
OR4F17,0,0.00921666,1.79769e+308
MADCAM1,0,0.037254,1.79769e+308
TPGS1,6.07483,9.23702,0.604584
CDC34,33.0218,44.3219,0.424601
GZMM,0.0195998,0.0177373,-0.144054
BSG,308.627,381.052,0.304124
HCN2,0.16195,0.687688,2.0862
FGF22,0,0.244656,1.79769e+308
FSTL3,1.6673,1.20924,-0.463415
PALM,0.0443723,1.52848,5.10629
C19orf21,0.0895105,0.300806,1.7487
"MIR4745,PTBP1",125.421,89.4609,-0.487454
MIR3187,0,0,0
AZU1,0.0205453,0,-1.79769e+308
PRTN3,0.0549014,0.23201,2.07927
ELANE,0,0,0
CFD,2.88157,5.44899,0.919137
KISS1R,7.91675,6.43451,-0.299079
ARID3A,8.04548,7.99978,-0.00821899
WDR18,37.3061,29.8666,-0.320879
GRIN3B,0.0048597,0.212673,5.45163
CNN2,39.0084,63.0439,0.692571
ABCA7,8.76202,17.2346,0.975969
HMHA1,36.0165,48.015,0.414826
GPX4,96.8249,115.684,0.256745
STK11,16.3658,18.9191,0.209152
ATP5D,179.795,172.567,-0.0591985
MIDN,4.65811,4.06353,-0.197012
CIRBP,97.4453,82.3847,-0.242216
C19orf24,60.9689,55.5351,-0.134672
EFNA2,0.00762271,0.423328,5.79533
MUM1,6.39687,8.76253,0.453982
NDUFS7,104.848,100.381,-0.0628104
DAZAP1,105.67,89.3602,-0.241866
RPS15,1384.87,1413.42,0.029436
APC2,0.363518,0.357928,-0.0223579
REEP6,2.73873,15.1856,2.47113
PLK5,0,0.0310668,1.79769e+308
ONECUT3,0,0,0
LOC100288123,0.808838,0.825237,0.0289568
"ADAT3,SCAMP4",16.7913,16.9286,0.0117551
CSNK1G2,39.7629,48.6726,0.291685
IZUMO4,5.34665,6.75925,0.338227
DOT1L,15.1481,13.0374,-0.216478
SF3A2,43.6947,34.0521,-0.359712
"AMH,MIR4321",0.170915,0.214824,0.32988
OAZ1,1047.76,1031.15,-0.0230532
SPPL2B,10.178,11.5996,0.18863
TMPRSS9,0.164326,0.199752,0.281654
GADD45B,23.4783,28.9423,0.301849
THOP1,41.0324,35.0886,-0.225764
ZNF554,0.352336,1.03363,1.55269
ZNF555,0.467181,0.797801,0.772046
ZNF556,2.24803,2.98143,0.407343
ZNF57,1.22269,1.37423,0.168561
TLE6,0.106385,0.260688,1.29303
GNA11,3.7252,5.66972,0.60596
GNA15,0.0766189,0.10463,0.449524
S1PR4,0.0423318,0.0288616,-0.552589
NCLN,60.4703,42.8699,-0.496262
CELF5,0.043522,0.698204,4.00383
NFIC,9.7176,8.06217,-0.269432
FZR1,9.9411,11.2553,0.179123
C19orf71,2.73879,2.04903,-0.418595
HMG20B,29.5348,55.6736,0.914577
GIPC3,0.137137,1.03045,2.90959
C19orf29-AS1,0.773265,0.613048,-0.334964
TJP3,1.17689,5.44409,2.20971
MRPL54,52.6535,34.6674,-0.60295
ATCAY,0.0245904,4.74296,7.59155
ITGB1BP3,0.0158657,0.632932,5.31807
PIAS4,9.54645,8.76122,-0.123834
CREB3L3,0.180305,1.89191,3.39133
ANKRD24,0.128118,0.637416,2.31476
EBI3,0,0.767862,1.79769e+308
CCDC94,20.0471,16.1503,-0.311832
SHD,0.024953,0.988896,5.30854
FSD1,0.287261,9.16351,4.99547
MPND,7.21023,11.3838,0.658861
CHAF1A,33.2695,22.6217,-0.556493
MIR4746,0,0,0
HDGFRP2,20.6467,26.5443,0.362496
TNFAIP8L1,2.02009,4.77395,1.24076
LOC100131094,0.749341,0.83848,0.162154
MIR7-3HG,0,0.0693818,1.79769e+308
MIR7-3,0,0,0
FEM1A,16.1229,14.0988,-0.193543
UHRF1,24.9958,11.3972,-1.133
MIR4747,0,0,0
KDM4B,8.5616,9.37339,0.13069
ZNRF4,0,0,0
SAFB,66.2571,58.7936,-0.172418
HSD11B1L,0.873028,2.61326,1.58175
RPL36,1973.27,1937.55,-0.0263524
CATSPERD,0.00640716,0.0525304,3.03539
NRTN,2.38818,4.5948,0.944091
VMAC,2.45169,4.00184,0.706885
CAPS,1.60064,2.74327,0.777246
LOC100128568,0,0.326223,1.79769e+308
ACSBG2,0.0531208,0.26353,2.31062
CLPP,66.4234,65.4634,-0.0210022
ALKBH7,12.7114,17.8087,0.486454
CRB3,0.356416,0.975873,1.45313
TNFSF9,2.47007,6.25214,1.3398
TRIP10,14.4854,25.2825,0.803536
VAV1,19.9909,27.1553,0.441889
EMR1,3.19664,13.3876,2.06627
MBD3L5,0.00635354,0.156069,4.61848
MBD3L2,0.039642,0.649043,4.03321
ZNF557,2.26391,3.05524,0.43247
ARHGEF18,6.12974,8.53837,0.478134
C19orf45,0.109861,0.245209,1.15834
ZNF358,2.20238,5.72863,1.37913
MCOLN1,10.0284,20.1183,1.00441
PNPLA6,10.7353,17.5404,0.708319
CAMSAP3,2.95106,8.3186,1.49511
C19orf79,354.209,327.208,-0.114394
STXBP2,44.2973,58.3021,0.39633
RETN,0,0,0
C19orf59,0.0930376,1.56858,4.07551
TRAPPC5,38.1013,50.0209,0.392689
CLEC4M,0.05673,0.677451,3.57793
CLEC4GP1,0.255754,0.426682,0.738406
EVI5L,4.52537,11.5374,1.35022
LRRC8E,0.405882,0.73229,0.851354
MAP2K7,19.7753,16.6863,-0.245033
LOC100507588,0.780488,1.01189,0.374599
SNAPC2,8.35228,13.2996,0.671135
CCL25,0.018278,0.0498377,1.44713
CERS4,2.3601,5.59224,1.24458
RPS28,2203.55,2461.08,0.159465
ANGPTL4,0.199733,0.65112,1.70485
RAB11B,28.5506,25.7882,-0.146813
02/Mar,4.34574,11.3752,1.38822
HNRNPM,193.791,139.705,-0.472119
OR2Z1,0,0,0
MBD3L1,0,0,0
OR1M1,0,0,0
